"기준_년분기_코드","행정동_코드","행정동_코드_명","총_유동인구_수","남성_유동인구_수","여성_유동인구_수","연령대_10_유동인구_수","연령대_20_유동인구_수","연령대_30_유동인구_수","연령대_40_유동인구_수","연령대_50_유동인구_수","연령대_60_이상_유동인구_수","시간대_00_06_유동인구_수","시간대_06_11_유동인구_수","시간대_11_14_유동인구_수","시간대_14_17_유동인구_수","시간대_17_21_유동인구_수","시간대_21_24_유동인구_수","월요일_유동인구_수","화요일_유동인구_수","수요일_유동인구_수","목요일_유동인구_수","금요일_유동인구_수","토요일_유동인구_수","일요일_유동인구_수"
"20193","11200690","성수2가3동","5078242","2666241","2412002","400899","1031479","1121278","880281","785163","859143","876652","1111907","855323","850621","892932","490808","812212","829115","819816","771999","775343","559894","509864"
"20193","11200720","송정동","3169808","1591772","1578037","333843","637322","606568","496680","475490","619906","950817","714584","347275","326479","430448","400204","455036","452529","453538","453738","448170","447265","459532"
"20193","11200790","용답동","3199001","1566068","1632932","331384","514840","481075","522174","530989","818537","861793","665137","367166","365535","520938","418431","453246","457253","458334","452094","451473","454731","471870"
"20193","11215710","화양동","8977322","4320908","4656415","875109","3767257","1518285","909468","803989","1103215","2371729","1701837","971137","1010059","1630708","1291851","1247064","1253413","1260095","1255695","1267153","1370336","1323567"
"20193","11215730","군자동","5080977","2508059","2572918","564220","1281398","938687","695728","651006","949939","1389680","1061276","581278","565047","807266","676430","726334","725895","727052","719865","710156","725435","746243"
"20193","11215740","중곡1동","3930877","1889329","2041548","440904","617339","767603","592085","643119","869827","1136333","812017","417981","413962","617590","532997","557981","556895","557074","555493","548756","571569","583109"
"20193","11215750","중곡2동","4807562","2225967","2581596","685066","713833","847489","743614","754764","1062796","1487070","1007875","495968","477881","693568","645200","685501","680902","681421","683654","669245","688724","718116"
"20193","11215760","중곡3동","4989767","2345754","2644013","625867","642383","799538","732053","913882","1276042","1497235","1018221","507358","504042","768411","694502","701643","696936","703532","700575","694231","730408","762441"
"20193","11215770","중곡4동","7235368","3313337","3922031","1031930","957063","1110093","1051950","1206225","1878108","2242601","1498826","723922","695293","1069886","1004841","1026947","1019599","1018938","1029865","1002226","1041164","1096630"
"20193","11215780","능동","2544479","1161035","1383445","298062","514063","525988","352898","331028","522439","689627","530374","294405","294039","400536","335498","363992","366076","368658","361970","361634","359191","362961"
"20193","11215810","광장동","6291273","2854551","3436722","1656707","682258","724478","1201649","868734","1157449","1643540","1329802","735538","726772","1028387","827232","915910","915636","914040","899024","890945","874393","881326"
"20193","11215820","자양1동","8782065","4067233","4714832","1040381","1585024","1487709","1295053","1364508","2009390","2288561","1799294","1012917","1031800","1481142","1168351","1256427","1262071","1261615","1252826","1226015","1250119","1272995"
"20193","11215830","자양2동","5204212","2399926","2804286","825296","710042","920291","812595","762738","1173250","1618329","1103155","522919","505855","749336","704620","740737","731020","739396","742341","731324","750584","768811"
"20193","11215840","자양3동","7430235","3510173","3920061","1410873","1093214","1160641","1153168","1087922","1524416","2087783","1510817","807872","800911","1201509","1021343","1050751","1051561","1060848","1044488","1035650","1085953","1100983"
"20193","11215847","자양4동","8378593","4034042","4344550","863963","1602412","1375977","1263562","1349666","1923016","2216728","1663445","901549","931868","1490045","1174956","1178319","1184612","1197299","1182269","1196672","1227774","1211648"
"20193","11215850","구의1동","7338302","3404385","3933918","1049048","1357698","1322545","1127067","1011667","1470276","2148222","1538761","789010","758900","1110414","992997","1042325","1053458","1058340","1045300","1024999","1053273","1060607"
"20193","11215860","구의2동","7167974","3241108","3926867","1369319","889056","1071753","1125762","1082570","1629514","2064994","1501965","754190","742141","1114462","990224","1014153","1019527","1026452","1017882","1002031","1028731","1059200"
"20193","11215870","구의3동","7227551","3302257","3925295","1406410","1052695","1088814","1205221","1018008","1456402","1999500","1479447","815467","822446","1172219","938472","1028457","1028157","1030844","1031005","1018242","1048169","1042679"
"20193","11230536","용신동","13671861","6891252","6780609","1376222","2306616","2176351","2095863","2125159","3591651","3082414","2918350","1927784","1918662","2263665","1560985","2015549","2024330","2023215","1975211","1969484","1843956","1820115"
"20193","11230545","제기동","13210926","6506376","6704551","1210720","2392080","1506454","1619710","1926993","4554969","2931424","2767925","1902926","1933652","2200424","1474576","1935024","1968245","1952934","1909377","1864670","1828369","1752307"
"20193","11230560","전농1동","11347903","5433841","5914064","1695706","1935672","1578669","1614543","1645393","2877922","2917769","2390645","1362957","1349358","1867772","1459403","1620246","1628882","1637391","1605691","1595720","1620069","1639908"
"20193","11230570","전농2동","2692345","1222941","1469404","510258","327615","349963","429288","394341","680879","676221","553546","324562","329352","461066","347596","382215","382907","384701","381414","375806","386597","398704"
"20193","11230600","답십리1동","6598110","3055887","3542224","1086444","870841","1103210","1007809","975327","1554481","1774189","1375361","759413","751971","1072343","864833","938684","938297","941791","935920","922501","953838","967079"
"20193","11230610","답십리2동","6863974","3205868","3658105","961263","760947","1012274","1100956","1089891","1938642","1929337","1404843","760309","770303","1102627","896553","973653","963947","966436","969180","962822","1005209","1022727"
"20193","11230650","장안1동","9304237","4597125","4707111","1070013","1243406","1735339","1542709","1488634","2224137","2442429","1916276","1112252","1107892","1520755","1204632","1334395","1334179","1342407","1328200","1320550","1319863","1324640"
"20193","11230660","장안2동","7030423","3334583","3695841","1176183","862751","1110341","1177385","1045212","1658551","1747212","1388720","838026","859747","1262524","934194","990336","994610","995502","993398","988991","1028968","1038617"
"20193","11230705","청량리동","6642087","3119283","3522804","690282","862389","817512","851742","1041778","2378385","1664894","1363871","838416","851265","1107615","816028","937279","939106","944781","934520","934282","966273","985845"
"20193","11230710","회기동","5095938","2314018","2781920","731982","1697857","662387","564097","492319","947298","1269399","1066009","641066","612502","844055","662907","744836","754764","752181","732238","718121","697567","696231"
"20193","11230720","휘경1동","5751922","2669697","3082225","667623","1398506","794143","755135","749083","1387433","1455026","1254972","673868","663815","965856","738387","821579","818408","822617","814912","806965","829228","838216"
"20193","11230730","휘경2동","5080284","2399287","2680998","749311","1239642","650011","656738","668637","1115944","1539586","1118424","530704","494192","710883","686496","733096","735660","732227","720078","704317","710845","744061"
"20193","11230740","이문1동","9066133","4324163","4741970","1204619","2909409","1066416","1058938","1007747","1819005","2420548","1890274","1063957","1032617","1467257","1191480","1309168","1320608","1310592","1289216","1264154","1265985","1306409"
"20193","11230750","이문2동","4618442","2188488","2429954","751311","655354","620188","711801","643043","1236746","1418115","985884","460520","440803","677334","635785","656047","645036","644873","652725","644380","675235","700145"
"20193","11260520","면목2동","6236844","3009312","3227532","922195","748415","897746","979495","1089330","1599663","1778480","1275164","681337","677878","989573","834413","881970","879631","882497","882246","870831","908539","931130"
"20193","11260540","면목4동","5399619","2567228","2832392","826924","633943","845928","830262","843308","1419253","1603176","1133628","574172","559967","808962","719713","769714","762628","763005","761906","757260","776661","808445"
"20193","11260550","면목5동","2439550","1175532","1264020","377443","257698","342333","395228","444184","622664","684172","519228","273642","267891","379405","315211","343381","341915","341639","344225","341805","358709","367877"
"20193","11260565","면목본동","10658598","4876612","5781986","1421915","1469121","1627823","1552906","1847200","2739634","3123577","2196404","1116409","1086935","1663154","1472119","1516663","1516374","1510514","1515167","1493092","1538092","1568697"
"20193","11260570","면목7동","7483304","3487900","3995403","997258","907805","1079980","1121420","1206129","2170712","2067047","1523020","815157","817301","1239286","1021491","1051953","1044883","1049026","1051983","1046808","1103010","1135641"
"20193","11260575","면목3?8동","6410421","3032859","3377563","912483","933410","917310","941193","1037601","1668423","1757938","1292944","720867","728934","1047087","862651","915098","914247","913443","915780","903967","918185","929700"
"20193","11260580","상봉1동","5733829","2629019","3104810","972686","793699","903172","805269","928147","1330858","1645947","1196530","626309","618383","891216","755444","810783","814441","815357","815170","799883","827307","850889"
"20193","11260590","상봉2동","8095173","3778037","4317135","782623","1422582","1406295","1174561","1315336","1993776","1935134","1599780","981393","1022253","1484493","1072120","1127686","1134847","1146127","1134869","1133296","1217247","1201098"
"20193","11260600","중화1동","5751471","2653375","3098096","1058029","734237","877103","757561","906098","1418443","1734506","1229346","618459","583545","828169","757445","825026","824052","822953","820866","805422","805603","847550"
"20193","11260610","중화2동","8485164","4021354","4463809","1031568","1117939","1169807","1181406","1557584","2426858","2339164","1708409","911650","927524","1431667","1166752","1194769","1184812","1184460","1187988","1187770","1255112","1290251"
"20193","11260620","묵1동","7971385","3637070","4334316","1286696","1021806","1199925","1234578","1178024","2050353","2195214","1666514","881627","871863","1282550","1073615","1121770","1120246","1130526","1134826","1116158","1158549","1189309"
"20193","11260630","묵2동","5490593","2567407","2923186","721694","742991","883035","826593","898354","1417924","1579787","1122256","591529","586512","868440","742066","776649","767929","771708","778060","768908","807857","819481"
"20193","11260655","망우본동","9044608","4222660","4821946","1349901","1060353","1224003","1289678","1597871","2522800","2347855","1842769","1068114","1062372","1526618","1196879","1270989","1263721","1274570","1274940","1268847","1319419","1372123"
"20193","11260660","망우3동","4396530","2031615","2364914","615059","532736","603720","622724","773180","1249112","1412329","938218","446879","418028","601175","579899","625740","623866","623050","624212","616458","628207","654998"
"20193","11260680","신내1동","5022583","2324270","2698314","983722","556541","677412","710196","815493","1279219","1384594","1012923","547259","546427","840186","691195","711842","706497","710007","703783","705739","728089","756625"
"20193","11260690","신내2동","1983055","917196","1065858","351075","225941","268703","290465","316964","529907","566305","414875","222185","217477","305410","256802","284109","283610","284244","281399","280810","282521","286362"
"20193","11290525","성북동","4350984","1959284","2391700","709820","654100","608121","659615","639964","1079361","1016655","904986","567326","560920","764307","536789","625512","628407","628830","614825","608663","613417","631331"
"20193","11290555","삼선동","11062833","4960009","6102823","1659856","2278976","1624446","1615418","1467417","2416720","2689332","2208699","1351143","1387012","1975826","1450822","1600738","1613274","1616216","1587298","1567867","1551169","1526269"
"20193","11290575","동선동","9670416","4062243","5608174","1628401","2665853","1433239","1246224","1064494","1632206","2350634","1902105","1177592","1215510","1760601","1263973","1364794","1381015","1388847","1360356","1361434","1403046","1410924"
"20193","11290580","돈암1동","3729414","1663932","2065483","707734","427290","477147","549062","546295","1021888","1044401","801277","406223","406362","582521","488629","526354","534707","536225","530664","523707","536592","541165"
"20193","11290590","돈암2동","2078697","907304","1171394","456354","218735","290568","349666","287096","476279","591658","424719","215799","219479","335057","291985","290150","288585","292208","292202","286603","306860","322089"
"20193","11290600","안암동","6304777","3210710","3094068","850138","2232884","818216","658955","657512","1087072","1513697","1304418","835890","824038","1050792","775943","944577","959119","949028","918118","887110","830222","816603"
"20193","11290610","보문동","6030004","2825462","3204543","865606","1059213","909079","872376","914247","1409483","1670326","1284056","686464","665170","933609","790379","867363","866187","871369","858264","850713","841808","874301"
"20193","11290620","정릉1동","5347184","2393087","2954097","1110586","597526","728332","868671","732689","1309379","1456866","1089593","573961","587304","907977","731483","755609","745224","740598","746654","741310","792553","825237"
"20193","11290630","정릉2동","6037807","2746610","3291197","1137724","749488","807042","929751","827602","1586201","1778924","1274390","609002","607777","927025","840690","847173","839078","847739","851232","838663","886851","927069"
"20193","11290640","정릉3동","2568494","1258714","1309780","396280","578187","291148","330459","315992","656429","716803","532887","281098","278414","408465","350827","366919","364077","366162","364727","357077","371414","378118"
"20193","11290650","정릉4동","3661635","1723312","1938323","630338","476606","492105","577554","504402","980628","1103162","774143","377975","374534","539555","492267","515940","515061","516164","517595","507053","532789","557031"
"20193","11290660","길음1동","6719638","2980254","3739383","1665285","647515","898035","1238165","843631","1427009","1879446","1384165","734777","750762","1081275","889214","954447","957247","965095","954514","936009","967589","984738"
"20193","11290685","길음2동","5051766","2287190","2764575","847339","589413","722752","834224","770812","1287227","1119744","980028","649734","684200","969189","648870","698679","708961","717260","699916","699179","761519","766253"
"20193","11290705","종암동","10015087","4624607","5390480","1804577","1499092","1282516","1485234","1461178","2482493","2796828","2074325","1117004","1123848","1589070","1314012","1421915","1422148","1428158","1423188","1404088","1439615","1475973"
"20193","11290715","월곡1동","6693124","3045262","3647861","1477910","693071","838174","1053240","978289","1652440","1659442","1368281","829969","840613","1156581","838237","950342","952073","957057","947323","938964","961775","985587"
"20193","11290725","월곡2동","6402927","2946612","3456315","1022407","1010345","875704","978774","927802","1587895","1539275","1285479","771624","799910","1157232","849408","908585","908916","911183","913788","896303","924605","939546"
"20193","11290760","장위1동","6656738","3037097","3619641","1211277","799795","817633","1007220","1106306","1714508","2104953","1435743","677693","628249","916051","894049","941926","934411","931354","943947","930572","964412","1010116"
"20193","11290770","장위2동","5674091","2674745","2999346","805802","681591","678708","880021","943150","1684819","1500094","1183348","667688","660837","928237","733891","808667","806898","810170","809461","800404","802980","835512"
"20193","11290780","장위3동","3078152","1514385","1563766","459432","373561","382646","477662","501653","883199","779384","657508","380584","373244","505814","381618","437492","434866","441517","438738","433455","439326","452759"
"20193","11290810","석관동","10837656","5099113","5738543","1521437","1469216","1437175","1639096","1688709","3082025","3179855","2259147","1186508","1135299","1640929","1435919","1539412","1537062","1542043","1543815","1524830","1542361","1608131"
"20193","11305534","삼양동","11584082","5436456","6147626","1795259","1349432","1487361","1714327","1817630","3420072","3175624","2340189","1280404","1282301","1924441","1581122","1627597","1630346","1619565","1631027","1614602","1694091","1766855"
"20193","11305535","미아동","7383790","3378199","4005591","860868","1118427","984177","1061236","1245493","2113590","2084907","1517262","812378","810906","1167271","991065","1049607","1038976","1045765","1048418","1041800","1073390","1085835"
"20193","11305545","송중동","12040999","5387933","6653066","1746504","1669759","1581825","1754075","1902951","3385884","3257696","2387787","1355552","1403884","2009763","1626316","1713364","1722153","1732282","1709318","1702653","1736686","1724542"
"20193","11305555","송천동","12500695","5657232","6843463","1947884","1465937","1583435","1864963","2003921","3634554","3477299","2621720","1423502","1387741","1967085","1623351","1778151","1777892","1772986","1786551","1757859","1792455","1834802"
"20193","11305575","삼각산동","3663238","1627117","2036122","820428","315517","452542","657012","488262","929477","921456","727573","428419","460500","649835","475457","517443","508458","515171","510785","507799","543425","560157"
"20193","11305595","번1동","7830031","3682791","4147242","908248","1264613","1138286","1175910","1256452","2086523","2134180","1597988","896608","900807","1272561","1027886","1111785","1107448","1112135","1108319","1105415","1128393","1156538"
"20193","11305603","번2동","3173780","1427413","1746367","475017","389569","363456","459887","486833","999018","1020503","679405","320289","296508","433842","423234","448221","440988","441547","450626","449187","461025","482186"
"20193","11305608","번3동","3420496","1542955","1877543","587971","335098","370921","541344","502871","1082294","1057554","700580","339520","326210","512475","484160","486504","478832","479144","490462","487356","492109","506091"
"20193","11305615","수유1동","7010226","3229430","3780796","1041678","953244","854794","988358","1079596","2092555","2043829","1493927","775323","736696","1037462","922989","991879","990912","994332","1005446","987185","1000139","1040335"
"20193","11305625","수유2동","6875248","3074296","3800952","978685","889267","823085","1009325","1075926","2098961","1882381","1378661","763912","762291","1148435","939568","968317","966282","972464","970291","961249","1000832","1035812"
"20193","11305635","수유3동","11846142","5496862","6349280","1235148","2370388","1714037","1717626","1850818","2958124","2812711","2306597","1419216","1464197","2198451","1644969","1651805","1670193","1691952","1667520","1691599","1748957","1724117"
"20193","11305645","우이동","4101079","1834176","2266903","559398","562569","491751","580985","605018","1301359","1216693","865855","443190","427608","607097","540639","572187","566700","569851","577346","570570","609694","634731"
"20193","11305660","인수동","8836625","3908045","4928580","1326618","1034200","1116250","1282509","1301310","2775739","2601711","1863727","954353","923239","1320822","1172773","1244019","1240493","1245764","1258673","1241300","1277268","1329109"
"20193","11320511","창1동","5246149","2343546","2902603","811101","680195","732731","790163","805982","1425977","1480163","1100493","577335","565011","815333","707814","741314","744141","748168","744568","733306","748170","786483"
"20193","11320512","창2동","8605874","3959403","4646472","1259053","1080705","1265721","1279971","1358019","2362406","2564448","1785245","881696","879031","1317190","1178264","1215324","1217004","1212041","1212271","1199439","1257145","1292647"
"20193","11320513","창3동","5035928","2280745","2755184","784652","579892","617534","796151","837910","1419788","1465338","1044388","543897","535844","772866","673595","706824","695165","710186","711409","701918","735059","775368"
"20193","11320514","창4동","3500632","1633000","1867633","581040","408954","425785","548073","585529","951250","910773","764717","412406","410222","555662","446853","497538","495813","499704","496964","498165","504124","508323"
"20193","11320515","창5동","5399998","2434610","2965388","899778","693823","730847","761423","849417","1464709","1198337","1067010","684405","718073","1040346","691828","761398","764647","758838","767211","764147","796366","787393"
"20193","11320521","도봉1동","3356513","1608090","1748423","396851","376549","397170","455311","575421","1155211","891041","694278","389306","391826","552428","437633","466464","462769","466196","475658","476122","493208","516096"
"20193","11320522","도봉2동","3137687","1512227","1625460","469814","340606","408513","454486","500468","963798","802043","657961","372170","367399","525609","412506","453152","442640","444863","447231","448070","447225","454504"
"20193","11320660","쌍문1동","5139113","2244241","2894873","862015","708073","605893","750776","741788","1470569","1449005","1077742","579004","564237","798209","670916","726571","724824","720753","726730","711549","744671","784015"
"20193","11320670","쌍문2동","4845603","2246822","2598780","775320","600723","668343","664181","749612","1387423","1300727","995239","557862","552456","791591","647729","686484","680205","690395","692363","685086","695397","715675"
"20193","11320680","쌍문3동","5482864","2451954","3030910","743045","803494","803125","784705","826724","1521771","1488588","1154973","614331","603157","885335","736482","773410","786869","786898","780195","773762","785259","796472"
"20193","11320681","쌍문4동","2553172","1137035","1416136","519928","283258","304777","357012","410990","677207","738514","534460","266540","273129","396292","344235","363742","354900","357135","359661","352968","372029","392738"
"20193","11320690","방학1동","6483088","3098716","3384372","852162","831924","864301","972373","1111071","1851258","1622501","1286533","779233","795429","1142545","856846","908856","916908","913624","917867","917454","954097","954280"
"20193","11320700","방학2동","3819771","1783175","2036596","493313","461632","446788","535353","631021","1251663","1078140","778113","418852","411719","616007","516939","534702","531088","536087","541329","529886","560098","586581"
"20193","11320710","방학3동","3523460","1607814","1915646","639400","349778","389116","498131","550152","1096884","1078446","755038","366208","342953","503827","476987","498190","491304","495336","500991","495945","510908","530787"
"20193","11350560","월계1동","5731753","2972826","2758927","932029","1195937","682818","790511","762962","1367499","1447906","1166873","682312","690624","989164","754873","830030","833350","830227","817797","799853","809377","811118"
"20193","11350570","월계2동","3738200","1735061","2003139","700515","405202","437945","570382","556614","1067538","1205187","816674","368929","337083","496738","513588","534091","537351","533767","528340","525734","528651","550268"
"20193","11350580","월계3동","2669554","1233101","1436453","447109","301811","379719","411370","412362","717183","739607","563024","295621","297648","428108","345545","374349","369942","374587","372087","369047","401716","407826"
"20193","11350595","공릉1동","10210891","4877108","5333783","1431867","1804545","1498515","1461879","1539596","2474487","2730722","2069695","1151918","1150817","1717134","1390604","1452335","1446724","1447983","1449430","1439667","1482698","1492054"
"20193","11350600","공릉2동","8467383","4000649","4466735","1685440","1627154","1035241","1235466","1136548","1747531","2338768","1778485","943552","927883","1351963","1126733","1205529","1205205","1210894","1197681","1180543","1217699","1249833"
"20193","11350611","하계1동","3733727","1718617","2015110","737956","541835","379067","582059","590397","902415","964431","806866","456819","438836","588962","477812","540387","545080","541510","536313","527305","512380","530753"
"20193","11350612","하계2동","3203355","1431103","1772251","696058","403392","355706","526944","508238","713017","956996","679544","341969","330853","469787","424207","451866","451061","453077","453699","444699","464823","484129"
"20193","11350619","중계본동","5007359","2286276","2721083","1564709","510385","375068","923091","754724","879381","1344571","1017334","574144","596049","844378","630884","708210","700108","704883","702427","682522","743958","765253"
"20193","11350621","중계1동","4341506","1939774","2401732","1295195","431075","339434","817547","666904","791350","1179639","879345","490573","502027","727767","562154","618522","622941","622066","616723","605217","625797","630240"
"20193","11350624","중계4동","3448314","1568123","1880192","711114","359962","325258","545744","556828","949407","1010989","703028","360608","356318","537572","479799","493205","488160","490110","493316","486164","495665","501694"
"20193","11350625","중계2?3동","4810279","2098138","2712142","972733","559042","581433","796167","698036","1202868","1362194","1011561","543584","525731","733183","634026","684361","677929","684295","679673","673253","696371","714397"
"20193","11350630","상계1동","7351370","3435739","3915632","1209184","877034","936022","1059301","1201220","2068609","1938552","1487983","844190","856193","1254499","969953","1027118","1015694","1017667","1026826","1029151","1103709","1131207"
"20193","11350640","상계2동","12184428","5503381","6681046","2002419","2100946","1461125","1680389","1978087","2961466","2779197","2306637","1531177","1621166","2359535","1586719","1679832","1705133","1724414","1689147","1713973","1841250","1830678"
"20193","11350665","상계3?4동","8811127","3991670","4819456","1084512","952397","918214","1331979","1534347","2989677","2280620","1812185","1020908","1047823","1513430","1136162","1226379","1209129","1209812","1232868","1226482","1327431","1379025"
"20193","11350670","상계5동","7198698","3319614","3879084","1056537","920694","790025","1049429","1227134","2154882","1962825","1459985","797826","809250","1204631","964183","1012358","1005104","1007402","1012090","1000127","1062953","1098664"
"20193","11350695","상계6?7동","6440229","2792569","3647660","1176604","937010","850968","998678","973255","1503714","1417244","1300028","869337","903267","1159532","790820","937551","938947","951384","915360","922768","895179","879040"
"20193","11350700","상계8동","1026364","457086","569278","251781","103776","177612","152532","132571","208091","317261","213411","101895","97598","150337","145864","146947","147110","147689","146776","143115","145468","149259"
"20193","11350710","상계9동","1696240","746975","949267","384407","184455","231109","255276","237579","403415","498519","364618","184525","173239","250043","225297","244321","242200","242000","241037","236882","241468","248333"
"20193","11350720","상계10동","2808957","1248955","1560001","586180","417491","374005","399807","411230","620244","670101","565002","344418","356298","505052","368086","393633","398157","401956","393303","395050","414773","412084"
"20193","11380510","녹번동","6991660","3096494","3895166","994159","848288","1099750","1057481","1078073","1913910","2197429","1472126","701295","671801","989931","959079","994572","995220","994455","995531","984563","1001764","1025556"
"20193","11380520","불광1동","7098054","3134106","3963949","987613","823925","971540","1056010","1074865","2184101","1811299","1413750","816239","853144","1250838","952787","994355","993224","1000901","991259","983346","1049858","1085112"
"20193","11380530","불광2동","6081093","2875977","3205114","974229","759500","829604","874855","952265","1690639","1817230","1298104","653704","621144","886791","804119","860245","853769","857031","861987","846821","883018","918222"
"20193","11380551","갈현1동","8748665","4021877","4726788","1152012","1427014","1218216","1292281","1377110","2282032","2113230","1813270","1030500","1043085","1560566","1188012","1226514","1229665","1236310","1245382","1247294","1284218","1279284"
"20193","11380552","갈현2동","6312583","2848678","3463905","1158422","875120","895819","976013","893998","1513212","1934440","1298670","642760","621787","938969","875960","895650","890363","889699","896301","889966","912614","937993"
"20193","11380560","구산동","5168559","2249586","2918974","1061143","602797","683576","789960","752095","1278986","1494662","1105370","571410","554504","768760","673854","738266","730469","732486","733763","718635","738624","776316"
"20193","11380570","대조동","9582773","4204584","5378188","1268853","1335785","1442899","1418079","1458310","2658846","2785803","1906808","1012237","1018788","1527064","1332072","1348062","1346076","1361267","1357924","1350276","1408250","1410921"
"20193","11380580","응암1동","5998924","2695714","3303210","1136872","710409","929522","961378","821527","1439214","1819552","1235152","621201","602904","893639","826479","855774","858798","859329","851778","842794","867291","863162"
"20193","11380590","응암2동","3792781","1729645","2063136","719439","359989","653295","665301","473586","921171","1092159","784282","407259","412109","596013","500958","528402","524990","527886","530355","523048","570996","587102"
"20193","11380600","응암3동","7814702","3631668","4183034","1128751","1020967","1157959","1235888","1184391","2086745","2236462","1596630","838920","822514","1234462","1085716","1107077","1108019","1103985","1104980","1096849","1131087","1162707"
"20193","11380625","역촌동","11382662","5035602","6347059","2081761","1394322","1713201","1788180","1706858","2698342","3376617","2361223","1190919","1165968","1744552","1543380","1602288","1592064","1603997","1606596","1589526","1675172","1713019"
"20193","11380631","신사1동","6367690","2900965","3466725","1102741","779434","979263","978702","936586","1590963","1801125","1303321","660198","658339","1048507","896200","890750","894761","898336","899411","886262","933369","964799"
"20193","11380632","신사2동","3551258","1690947","1860311","651049","394650","471216","529505","539225","965613","989857","767525","389930","383215","552755","467976","505181","499604","499004","504289","494166","518026","530988"
"20193","11380640","증산동","3005972","1407305","1598669","449648","370314","427688","447941","465316","845066","903802","642276","316350","308785","443476","391284","421287","424182","426851","427406","419266","439007","447975"
"20193","11380650","수색동","1423759","699251","724507","159158","214299","227789","233169","219873","369470","370019","312055","164580","162312","230269","184524","206493","205490","204420","202664","201938","200152","202601"
"20193","11380690","진관동","6198032","2819049","3378982","1507793","608143","735577","1099687","807386","1439446","1842781","1334839","645103","623020","915941","836349","883645","880113","879387","875687","861072","895735","922393"
"20193","11410520","천연동","4669107","2148788","2520320","781045","597323","643632","761371","700700","1185038","1400965","983862","506467","469868","680538","627405","680407","682801","681480","672191","661451","641075","649702"
"20193","11410555","북아현동","14928704","7263581","7665122","1682923","2378951","3236416","2872325","2099392","2658697","3398085","3268293","2186385","2130280","2321375","1624286","2314522","2401721","2394078","2290392","2260232","1668229","1599531"
"20193","11410565","충현동","8580254","4090440","4489814","926087","1463775","1665576","1570259","1280616","1673943","1634241","1850558","1358667","1353876","1499368","883545","1324186","1360836","1349347","1290279","1270681","1011671","973253"
"20193","11410585","신촌동","10919289","4667063","6252226","1161340","4895154","1680285","1075330","907505","1199675","2111949","1897285","1502698","1645373","2366605","1395378","1524608","1561236","1578681","1537338","1567880","1630529","1519016"
"20193","11410615","연희동","9693773","4404516","5289257","1186338","2023242","1555854","1461783","1266280","2200277","2678096","2081166","1117398","1073856","1505327","1237931","1376150","1378791","1380908","1372526","1353259","1398570","1433569"
"20193","11410620","홍제1동","6188109","2708318","3479792","999120","779547","805828","937325","947377","1718913","1697536","1282559","689335","686966","996664","835049","882549","880997","886965","878610","869538","892100","897350"
"20193","11410640","홍제3동","4672524","2155941","2516583","725768","559119","539111","708605","725701","1414220","1138109","945254","560535","575868","827300","625457","656921","666556","672273","662838","654061","673592","686284"
"20193","11410655","홍제2동","2661822","1178852","1482970","432709","303254","353786","414670","404061","753344","787053","521393","263813","276530","435449","377587","376151","374558","374984","374672","372577","390070","398810"
"20193","11410660","홍은1동","3727272","1714361","2012910","553793","468989","469194","556054","602518","1076725","1116957","774057","389620","381701","563302","501634","518242","513714","515355","522608","518880","558275","580196"
"20193","11410685","홍은2동","4865177","2260026","2605151","807538","805633","635516","749816","704016","1162656","1271228","1048519","579056","561819","775793","628761","695595","700720","698867","689535","680900","692385","707174"
"20193","11410690","남가좌1동","2294176","1057946","1236229","552868","231066","321812","391698","285520","511213","592422","460821","253133","273303","404639","309859","321260","320671","320749","319289","319029","343753","349425"
"20193","11410700","남가좌2동","5882372","2717856","3164517","969496","1137889","780883","869880","778108","1346117","1643895","1232717","675221","655228","908163","767147","843408","842912","842362","833734","806720","842858","870378"
"20193","11410710","북가좌1동","3067958","1378812","1689146","606198","340557","400743","517590","435210","767660","885788","634971","325535","324696","483310","413659","432830","428963","429409","434092","429284","448919","464460"
"20193","11410720","북가좌2동","12199610","5640370","6559241","2023106","1565906","1659138","1903846","1814027","3233589","3471255","2488406","1284467","1281061","1965673","1708748","1729633","1719782","1729016","1734540","1701839","1765743","1819057"
"20193","11440555","아현동","6679815","3025448","3654367","1011973","960497","1332384","1132788","951039","1291135","1592056","1438612","878636","874704","1106797","789010","995354","1006665","1000723","973488","958814","875269","869501"
"20193","11440565","공덕동","13856817","6392149","7464668","1874371","2132930","2584632","2322244","2096772","2845871","3600138","2960656","1745397","1687420","2176570","1686635","2048845","2059606","2045865","2015591","1979894","1844485","1862530"
"20193","11440585","도화동","5406067","2546218","2859849","621663","808532","1074350","927416","791742","1182363","1376593","1086077","651587","648401","931021","712389","770306","780230","780375","771761","776153","775896","751347"
"20193","11440590","용강동","6580039","3037599","3542438","1145070","762873","1128103","1265157","885432","1393405","1562802","1344759","837341","841189","1171481","822467","957907","971871","971528","944858","933885","904146","895842"
"20193","11440600","대흥동","7992929","3670913","4322017","1041906","2484761","1166611","1025770","874550","1399333","1792624","1684475","1104496","1077540","1387527","946269","1171859","1189221","1183931","1157059","1146812","1100028","1044019"
"20193","11440610","염리동","3546073","1598306","1947765","598336","626489","564305","617195","482135","657615","915076","771223","455148","437162","544193","423270","527702","531343","527411","514897","505371","472283","467065"
"20193","11440630","신수동","5606190","2638939","2967252","966678","868467","852924","934049","754331","1229741","1589928","1188215","634896","611036","855773","726345","804040","804516","800344","799812","788595","793841","815043"
