"기준_년분기_코드","행정동_코드","행정동_코드_명","총_유동인구_수","남성_유동인구_수","여성_유동인구_수","연령대_10_유동인구_수","연령대_20_유동인구_수","연령대_30_유동인구_수","연령대_40_유동인구_수","연령대_50_유동인구_수","연령대_60_이상_유동인구_수","시간대_00_06_유동인구_수","시간대_06_11_유동인구_수","시간대_11_14_유동인구_수","시간대_14_17_유동인구_수","시간대_17_21_유동인구_수","시간대_21_24_유동인구_수","월요일_유동인구_수","화요일_유동인구_수","수요일_유동인구_수","목요일_유동인구_수","금요일_유동인구_수","토요일_유동인구_수","일요일_유동인구_수"
"20191","11680531","논현2동","11183375","5543366","5640010","944451","2225363","2808767","2066050","1248680","1890062","2119216","2255124","1800976","1803572","2031575","1172913","1659400","1677522","1735786","1786794","1736149","1366901","1220824"
"20191","11680545","압구정동","8607650","3916486","4691164","1094191","1450907","1729565","1505968","1026384","1800634","1439527","1633454","1421089","1471914","1726021","915644","1220128","1248281","1277257","1328286","1337061","1179721","1016914"
"20191","11680565","청담동","9810656","4548525","5262131","1103971","1625456","2116634","1750156","1278885","1935555","2057538","2025266","1463356","1466970","1702970","1094556","1386197","1426872","1461306","1503777","1506003","1349955","1176546"
"20191","11680580","삼성1동","5909316","2965347","2943970","568090","979347","1384574","1173519","779612","1024173","1006793","1238360","998906","1007174","1081661","576423","879429","878754","907463","946688","919721","721373","655889"
"20191","11680590","삼성2동","9146130","4432466","4713663","1256244","1420171","2023253","1813641","1072700","1560120","2145820","1968816","1271563","1258703","1464042","1037184","1360890","1359971","1391206","1423723","1388854","1152540","1068943"
"20191","11680600","대치1동","4705745","2186306","2519439","1602530","401199","399131","977366","592093","733425","1122843","906156","581432","627390","871883","596042","660414","656945","668040","675953","682919","697914","663556"
"20191","11680610","대치2동","6818812","3558569","3260243","1529008","939480","1165751","1304134","857950","1022490","1147254","1387390","1107478","1147336","1321437","707918","1020463","1003436","1030790","1063697","1044795","852327","803305"
"20191","11680630","대치4동","9327891","4534064","4793826","1952123","1441621","1687656","1819449","1167709","1259333","1943178","1805391","1347789","1375790","1759595","1096146","1338523","1332310","1367537","1406804","1399004","1293230","1190481"
"20191","11680640","역삼1동","23188491","11945332","11243160","1532441","6282917","6140715","3935008","2392654","2904755","3760107","4501928","3903402","4017954","4599656","2405443","3490431","3467993","3599660","3742539","3692806","2809542","2385523"
"20191","11680650","역삼2동","11223194","5377869","5845326","1646548","1693644","2263977","2336323","1409684","1873020","2354195","2434023","1689756","1673120","1861822","1210280","1690750","1667375","1718302","1757502","1703787","1390832","1294648"
"20191","11680655","도곡1동","5524468","2606835","2917632","825697","720475","929693","967879","777707","1303016","1315686","1183995","743600","721386","911645","648156","809552","804063","817906","832101","820825","728695","711327"
"20191","11680656","도곡2동","3970741","1794476","2176265","677235","444515","582151","760527","596203","910111","916075","831032","541971","537844","675574","468244","576929","576168","582973","594121","588845","532036","519668"
"20191","11680660","개포1동","604579","278739","325839","99450","51741","63894","92137","102500","194855","181288","137302","65549","61679","80536","78223","85954","85699","87287","86498","85613","85660","87870"
"20191","11680670","개포2동","1101571","518815","582757","211191","115769","108820","179697","183917","302177","260087","232205","149689","149322","182077","128191","156295","156003","158765","159517","157890","156210","156894"
"20191","11680690","개포4동","4011473","1969078","2042395","618580","479834","664439","702182","626249","920190","1154438","872513","482912","457990","566947","476672","582386","575764","585421","591721","589703","548211","538267"
"20191","11680700","세곡동","3440536","1580289","1860246","783656","345801","538254","548254","429471","795099","944811","737116","383334","371033","543636","460602","488566","486536","487216","486050","485305","497369","509491"
"20191","11680720","일원본동","3430303","1573653","1856652","773112","334529","402634","549111","506192","864725","1023058","797762","383609","343752","448008","434114","498175","492749","500133","500206","490404","464358","484277"
"20191","11680730","일원1동","3892578","1826330","2066248","552029","481221","538520","560617","667974","1092217","1247150","835280","397665","366697","519360","526425","552518","554428","559856","566979","563282","544211","551305"
"20191","11680740","일원2동","935572","467580","467992","159164","112289","137841","156808","153998","215472","240783","205837","111329","108778","143846","125001","134494","134180","134784","137353","135212","128794","130755"
"20191","11680750","수서동","2494126","1215708","1278417","291044","272449","446014","382043","358121","744456","561324","546337","342603","332002","415617","296243","373711","370668","375545","376946","374122","317283","305852"
"20191","11710510","풍납1동","6160115","2876610","3283505","920609","744720","921884","959385","1008850","1604668","1692728","1271776","680393","672471","1016029","826720","869782","872269","866755","861868","869487","895652","924303"
"20191","11710520","풍납2동","7071089","3234219","3836871","1373482","850591","1108958","1140541","979566","1617954","2003212","1556760","810893","768710","1035180","896336","1017037","1019433","1024110","1027367","1017569","975816","989757"
"20191","11710531","거여1동","3680875","1784185","1896689","578329","433567","469412","578866","637309","983394","995949","742268","411016","412454","616207","502979","525430","524292","521317","521106","522754","530790","535187"
"20191","11710532","거여2동","3466476","1593521","1872954","611939","333192","483221","540947","555549","941627","1087354","742226","355378","332287","483134","466096","495096","495115","494459","489846","492192","497166","502603"
"20191","11710540","마천1동","3750576","1812062","1938515","543185","380125","428795","561580","642509","1194385","1228725","810110","373972","349195","491773","496805","534356","537629","531617","523442","524820","541550","557161"
"20191","11710550","마천2동","5634167","2659645","2974523","771246","620464","690206","839487","1014198","1698566","1564431","1136473","619967","630194","923004","760100","796657","797314","789954","784071","784880","824139","857153"
"20191","11710561","방이1동","3478371","1632844","1845527","817443","407672","459590","532592","513032","748042","844155","660750","416554","439138","658236","459537","497181","496655","498807","505121","508103","498502","474002"
"20191","11710562","방이2동","6508196","3128682","3379513","818335","1110301","1277345","1002487","916313","1383415","1679207","1287994","770130","774492","1132174","864199","909376","917348","931575","935120","943898","955449","915429"
"20191","11710566","오륜동","793370","366706","426663","171298","88360","84669","130744","120438","197862","242246","168926","82181","79135","114409","106471","110628","110963","111494","112026","113455","116019","118784"
"20191","11710570","오금동","9203226","4236791","4966436","1686033","1053979","1221043","1384579","1535011","2322582","2491039","1941476","1075711","1052144","1478316","1164540","1310296","1296951","1303811","1310033","1303974","1327399","1350761"
"20191","11710580","송파1동","6234240","2756719","3477519","867196","1034213","1231123","894819","872095","1334793","1693425","1264335","724059","718326","1019443","814651","872261","874748","881986","892520","893249","914431","905043"
"20191","11710590","송파2동","3288503","1450789","1837716","631103","407659","468942","486046","521200","773552","885278","694347","388876","379440","520736","419826","464217","468337","471257","472855","470861","471024","469952"
"20191","11710600","석촌동","7284011","3314831","3969180","939178","1138610","1551220","1116429","1002310","1536264","2061898","1498087","825206","806103","1132999","959718","1025728","1025141","1031757","1032108","1033993","1059112","1076174"
"20191","11710610","삼전동","7020399","3206239","3814160","1042910","1001948","1418419","1121968","930394","1504759","2025288","1463782","771400","756635","1088359","914936","994712","981884","992672","989707","991166","1029319","1040941"
"20191","11710620","가락본동","8212927","4026026","4186901","1192215","1099437","1424529","1357557","1416238","1722950","2082787","1714574","1036500","1019147","1341588","1018332","1187244","1180053","1192428","1211236","1204186","1136764","1101015"
"20191","11710631","가락1동","595997","296261","299736","75872","62705","97062","100008","111873","148478","106119","125330","88477","90763","114981","70326","85659","83656","84592","87067","87344","87180","80500"
"20191","11710632","가락2동","7036080","3261543","3774537","1327094","850482","1031125","1051963","1122072","1653345","1760298","1459542","839450","836970","1210199","929624","998609","999489","1007616","1011391","1006451","1003605","1008922"
"20191","11710641","문정1동","4890702","2367371","2523332","753683","734330","897985","731891","753193","1019619","1343024","1030877","573000","552499","755810","635491","709004","704765","710847","712685","703236","674895","675269"
"20191","11710642","문정2동","3496091","1808326","1687764","316251","538219","781348","611590","545824","702859","884968","723552","454369","454510","557144","421548","518767","510852","518548","524922","523308","467451","432244"
"20191","11710646","장지동","8235007","3824640","4410367","1629782","1015414","1336467","1238310","1252389","1762644","2486796","1761803","860314","827801","1204038","1094255","1162333","1158304","1161560","1158934","1156205","1190200","1247472"
"20191","11710647","위례동","3201611","1463955","1737655","811601","316154","618117","535185","411913","508641","880044","650856","343242","349187","530917","447366","445248","442955","447179","448085","450519","479377","488247"
"20191","11710650","잠실본동","8302646","3914928","4387719","1203162","1417169","1536005","1298250","1087057","1761005","2201103","1612093","937280","957600","1445054","1149515","1155984","1157824","1172129","1178284","1198554","1236851","1203020"
"20191","11710670","잠실2동","2552230","1122409","1429820","624540","228357","344352","506609","314513","533858","714372","539645","277601","277995","399527","343090","355062","356692","360130","361562","363275","378568","376941"
"20191","11710680","잠실3동","3797145","1657810","2139336","806952","454784","583254","630433","481969","839754","827351","763020","517091","540626","703858","445199","524807","524126","531263","535399","543194","576579","561777"
"20191","11710690","잠실4동","2710819","1227618","1483201","547960","291919","429639","418839","369246","653216","794423","593624","288619","282352","400202","351598","383134","379679","383275","383146","384853","396382","400353"
"20191","11710710","잠실6동","2843986","1320317","1523670","379857","433347","525029","465469","400138","640146","520141","592403","424811","443892","544432","318306","413399","415464","420314","427899","423295","383993","359621"
"20191","11710720","잠실7동","969524","433176","536346","166259","104422","136119","152026","132563","278135","262850","225219","114719","108093","140070","118570","136925","136849","136369","135742","135147","138730","149763"
"20191","11740515","강일동","3509749","1695560","1814189","847169","352007","494024","586871","473512","756166","1042266","755731","364036","343731","513462","490523","505159","503112","503186","500657","499826","494728","503082"
"20191","11740520","상일동","1590442","788919","801522","250723","170974","190393","249917","298274","430163","385355","362546","204641","199436","250945","187520","229195","231480","234455","234895","232942","219563","207913"
"20191","11740530","명일1동","5126525","2310633","2815892","908114","571006","650187","793418","832289","1371513","1221125","1040729","626617","628208","932599","677248","710486","704803","720194","710959","720599","757055","802432"
"20191","11740540","명일2동","2388018","1115533","1272485","564461","253003","242054","388208","375300","564992","603000","494247","289542","289921","403880","307429","336672","335794","341301","342282","341627","340289","350054"
"20191","11740550","고덕1동","2427137","1166946","1260192","608399","233864","284061","379002","381350","540461","659484","523144","281249","274517","376616","312127","343924","341492","346950","347617","343892","349558","353706"
"20191","11740560","고덕2동","1184086","597800","586285","168545","132893","132993","165585","227612","356456","351281","272432","132584","123562","158996","145231","169513","169716","171243","170767","170313","167966","164568"
"20191","11740570","암사1동","10267878","4783413","5484465","1730162","1195265","1585676","1642199","1575094","2539483","2977467","2132604","1092271","1071454","1604647","1389434","1444237","1444640","1431412","1427897","1434897","1517382","1567413"
"20191","11740580","암사2동","2719821","1276111","1443711","463598","306965","451163","441812","415788","640497","774558","559878","291023","287857","435517","370989","383146","377379","378780","380197","381297","406447","412577"
"20191","11740590","암사3동","1362938","647770","715167","308269","135254","203222","227212","197404","291577","402029","296962","147192","143047","197569","176139","193493","192824","194135","191709","192166","196811","201799"
"20191","11740600","천호1동","14905568","7008435","7897133","3011776","1566506","2111855","2279303","2207787","3728341","4469372","3244170","1600047","1528376","2136566","1927037","2117608","2100080","2110181","2091830","2091023","2162548","2232300"
"20191","11740610","천호2동","11972622","5669843","6302778","1570012","1503671","1986247","1797562","1974356","3140775","2991086","2397102","1420198","1492622","2101955","1569662","1686011","1677695","1691045","1696760","1713457","1756131","1751524"
"20191","11740620","천호3동","9300588","4470543","4830045","1278181","1336624","1497755","1307153","1444706","2436170","2494406","1902299","1051275","1063823","1543339","1245445","1295314","1296965","1292898","1286801","1303938","1393105","1431567"
"20191","11740640","성내1동","6499843","3034487","3465357","1134152","758332","1000586","1058918","1004308","1543549","1721846","1344749","789816","784179","1044136","815120","939833","938714","944014","949147","943735","888279","896123"
"20191","11740650","성내2동","10329517","4789472","5540044","1418355","1397532","1704049","1579281","1644496","2585804","2968228","2125005","1125326","1116981","1628195","1365780","1457119","1438967","1448554","1443858","1456573","1531209","1553237"
"20191","11740660","성내3동","7440509","3571639","3868870","1142653","1004186","1160973","1181150","1180442","1771105","2038165","1544392","862174","838267","1180827","976685","1057194","1050030","1056425","1059501","1067459","1065058","1084841"
"20191","11740685","길동","16313490","7579077","8734411","2378385","2072414","2419446","2542519","2650124","4250600","4451890","3313182","1847183","1833009","2675009","2193216","2307888","2299687","2299640","2295073","2324645","2381731","2404826"
"20191","11740690","둔촌1동","10299","5086","5212","2227","1099","1257","1564","1537","2614","2176","2143","1408","1420","1892","1259","1431","1425","1451","1452","1467","1442","1630"
"20191","11740700","둔촌2동","8080538","3832578","4247961","1392989","917551","1071402","1174731","1269353","2254513","2278738","1743177","916139","867852","1211138","1063492","1160317","1159683","1164030","1166652","1153939","1125139","1150780"
"20191","11215710","화양동","9661988","4729200","4932788","974665","3943298","1595344","1005906","912143","1230632","2513231","1825865","1048523","1100450","1785081","1388839","1311897","1317628","1339391","1359794","1403609","1506756","1422914"
"20191","11215730","군자동","5556440","2766367","2790074","668232","1331451","993284","758257","732464","1072752","1520092","1165375","646944","626565","867840","729624","794136","793051","794337","790472","778763","792065","813617"
"20191","11215740","중곡1동","4221121","2057261","2163859","508013","667184","794128","624695","689051","938049","1190558","877483","457574","450536","674392","570576","596685","593829","593093","594708","598839","618914","625051"
"20191","11215750","중곡2동","5213991","2433857","2780134","728679","783931","930688","781498","816628","1172568","1618619","1096068","541670","516507","746635","694495","737073","739960","740799","738726","734826","748278","774329"
"20191","11215760","중곡3동","5767795","2697055","3070740","744199","734103","909384","830188","1048207","1501713","1712808","1193537","599081","588894","884127","789348","811849","802607","807214","796267","812640","847709","889508"
"20191","11215770","중곡4동","8515028","3914143","4600885","1260101","1104371","1254957","1242924","1414883","2237792","2566414","1755570","875300","845065","1292700","1179980","1198440","1210300","1196929","1180554","1195484","1240333","1292990"
"20191","11215780","능동","2464052","1125960","1338092","292584","481379","502177","340887","324175","522851","630755","515405","294584","297740","401974","323595","346171","352237","352045","354054","350385","355907","353252"
"20191","11215810","광장동","6821751","3107016","3714735","1768887","732455","785418","1291361","947177","1296454","1754833","1435888","804903","795562","1127715","902849","968230","971250","983908","987396","986444","965916","958606"
"20191","11215820","자양1동","9360572","4327516","5033056","1150910","1646101","1567733","1353129","1464797","2177901","2451489","1910555","1073197","1095899","1577263","1252168","1329808","1322407","1321779","1324812","1326760","1365562","1369444"
"20191","11215830","자양2동","5471395","2566903","2904492","874399","727754","953292","842137","807802","1266010","1692289","1169653","556791","535144","786429","731091","777355","773411","777804","773603","774397","789429","805397"
"20191","11215840","자양3동","7179505","3390058","3789449","1355968","975308","1119228","1097473","1087690","1543838","2014740","1480036","784184","773378","1149253","977916","1006747","1013498","1014138","1009912","1013317","1051951","1069943"
"20191","11215847","자양4동","7924395","3860170","4064223","807737","1458398","1266393","1182123","1351536","1858207","2054953","1572774","865947","900096","1430492","1100132","1107125","1113537","1114021","1113878","1129986","1179525","1166322"
"20191","11215850","구의1동","7665454","3593615","4071839","1049513","1391903","1332103","1181772","1084678","1625486","2313331","1597044","796866","768319","1143498","1046394","1086589","1080823","1081436","1083616","1082456","1113185","1137350"
"20191","11215860","구의2동","6810333","3069703","3740631","1322018","808880","1019820","1037619","1033538","1588458","1976291","1451717","726371","705604","1032211","918138","952066","963994","959038","959151","951491","995673","1028921"
"20191","11215870","구의3동","7814908","3600859","4214050","1485868","1099869","1144127","1287220","1118678","1679148","2136774","1605177","894994","899660","1272722","1005580","1105359","1092553","1104960","1109880","1119342","1149151","1133662"
"20191","11230536","용신동","14229319","7194296","7035022","1444777","2354160","2243290","2134685","2201262","3851144","3123013","3027489","2063098","2054960","2366679","1594079","2064033","2049890","2073590","2092587","2083294","1960645","1905277"
"20191","11230545","제기동","13941218","6819436","7121783","1426707","2534689","1615408","1705962","2009060","4649393","3174068","2894953","1976050","2029990","2284060","1582097","2022866","1995533","2013279","2031977","1997574","1982115","1897873"
"20191","11230560","전농1동","11150587","5383386","5767202","1689386","1850334","1578794","1562331","1620332","2849409","2819025","2336880","1345732","1347970","1863228","1437751","1581497","1587300","1584050","1584625","1562075","1617795","1633247"
"20191","11230570","전농2동","2829271","1309567","1519702","523286","350926","369080","434689","416588","734701","732178","584821","336419","338426","474130","363293","401888","400831","398383","396941","395962","409998","425266"
"20191","11230600","답십리1동","7045994","3290338","3755656","1159058","902805","1147209","1080910","1046035","1709978","1862579","1480527","825607","820579","1150689","906014","991059","994165","998612","993468","1001155","1032048","1035488"
"20191","11230610","답십리2동","7114902","3325580","3789323","1043066","778488","991568","1144153","1140660","2016967","1976555","1488445","803670","807317","1133324","905593","1015510","1004426","1000155","997481","992152","1043406","1061771"
"20191","11230650","장안1동","9448801","4677677","4771124","1111243","1237444","1700392","1576600","1521441","2301680","2413651","1946058","1146993","1149642","1574767","1217691","1347327","1337592","1350404","1357997","1356131","1352466","1346882"
"20191","11230660","장안2동","7567575","3592821","3974754","1278449","901794","1177577","1250970","1108525","1850259","1940576","1512216","888554","902974","1322142","1001111","1061879","1072588","1069329","1068679","1075671","1106277","1113151"
"20191","11230705","청량리동","7396407","3508661","3887747","785352","947713","908076","960650","1173326","2621293","1884748","1514452","930174","943984","1216005","907043","1036378","1045122","1048652","1043027","1045656","1079178","1098395"
"20191","11230710","회기동","5058887","2315780","2743106","728440","1656543","651882","556844","491174","974004","1243590","1042916","635396","611364","863687","661935","722538","724745","736796","746091","726257","706289","696171"
"20191","11230720","휘경1동","5745874","2724598","3021276","664904","1416643","780057","745474","749831","1388965","1438804","1243405","686490","676628","965850","734697","811453","811115","811383","812127","813039","842443","844313"
"20191","11230730","휘경2동","5090002","2445853","2644148","734983","1274981","639777","645131","675886","1119244","1511433","1118989","542921","508709","726779","681172","720374","721300","724518","728818","716133","728988","749872"
"20191","11230740","이문1동","9845038","4753491","5091548","1323272","3026247","1181642","1154921","1130389","2028568","2636606","2064401","1149207","1116440","1589473","1288911","1403280","1410346","1412135","1406810","1377286","1400623","1434558"
"20191","11230750","이문2동","5097458","2410126","2687333","875114","716826","633426","765244","709643","1397205","1531697","1106914","521151","495340","753773","688582","721421","724697","716627","712345","708089","739459","774821"
"20191","11260520","면목2동","6386984","3070297","3316686","1010910","756776","913107","1009325","1098769","1598095","1819843","1321078","700519","690307","1006990","848246","903617","904220","897826","894017","889244","935725","962333"
"20191","11260540","면목4동","5738836","2701559","3037278","892747","675665","870121","867919","919534","1512849","1684352","1217909","616117","600243","863420","756796","811102","818011","810899","806918","804229","827295","860385"
"20191","11260550","면목5동","2599996","1263869","1336127","394806","268541","357599","417586","474483","686980","719315","552306","296757","288954","407528","335137","367258","367834","364717","362426","362124","384409","391226"
"20191","11260565","면목본동","11529261","5303046","6226215","1560960","1554615","1730170","1685188","1981037","3017292","3290607","2365990","1225687","1205248","1844646","1597083","1647240","1639567","1625846","1623614","1608597","1670893","1713504"
"20191","11260570","면목7동","7551404","3517193","4034210","980715","939191","1072783","1091496","1235990","2231228","2053597","1551937","840338","839139","1253257","1013136","1070291","1064526","1056889","1046422","1051927","1114897","1146454"
"20191","11260575","면목3?8동","7321552","3501651","3819902","1032622","1013722","1058810","1078174","1183757","1954467","2026046","1487791","826218","831895","1177056","972545","1031074","1049924","1040247","1034661","1034959","1056111","1074578"
"20191","11260580","상봉1동","6197075","2861691","3335384","1041354","834726","955256","895856","1002659","1467224","1766599","1303679","680970","670746","966590","808493","877455","871049","870831","865202","867647","912165","932723"
"20191","11260590","상봉2동","8134681","3819756","4314925","831434","1338111","1397912","1180717","1343137","2043368","1913181","1585291","993710","1048709","1514265","1079525","1132930","1125604","1136940","1140795","1156825","1235927","1205661"
"20191","11260600","중화1동","5563052","2552643","3010410","1012313","705327","810197","710459","892751","1432005","1633950","1205510","614784","575340","816111","717358","787543","794278","794320","791863","787329","786258","821462"
"20191","11260610","중화2동","8609749","4068109","4541639","1115002","1109242","1145638","1229342","1583192","2427332","2351623","1728706","931421","951188","1462013","1184797","1218196","1214702","1206295","1195092","1200948","1269071","1305444"
"20191","11260620","묵1동","8536689","3932591","4604097","1395502","1129429","1256058","1275450","1233360","2246890","2375705","1789312","937637","922472","1363279","1148286","1195091","1208005","1201452","1194616","1191079","1256597","1289846"
"20191","11260630","묵2동","6200390","2846547","3353844","850410","833570","994238","935043","1004289","1582840","1745247","1280095","685409","677380","987527","824730","872020","874852","867173","867041","875135","921612","922556"
"20191","11260655","망우본동","9288492","4331543","4956949","1351859","1098344","1277388","1337117","1645450","2578333","2397748","1893834","1107572","1105768","1562516","1221055","1319049","1301911","1296837","1290621","1292517","1373781","1413777"
"20191","11260660","망우3동","4993095","2317507","2675590","668090","599474","692490","684915","884151","1463976","1616998","1088290","502570","466204","667081","651953","703525","715735","712636","694594","701024","721747","743833"
"20191","11260680","신내1동","5110958","2354764","2756193","994422","589699","688706","715364","843222","1279549","1436917","1044885","556828","546381","829738","696210","721169","723779","719673","712465","719132","740361","774379"
"20191","11260690","신내2동","1964406","907267","1057139","350427","226931","269954","284908","314350","517836","558923","414913","219614","215689","302590","252678","281912","279304","280355","278133","278061","282305","284336"
"20191","11290525","성북동","4444697","1981201","2463496","734589","666046","608384","646482","651166","1138030","1056514","929368","573202","564967","771780","548866","625243","632089","632904","636239","633556","639915","644752"
"20191","11290555","삼선동","11581050","5212633","6368416","1728149","2370016","1695083","1705476","1567825","2514500","2828280","2305877","1422359","1458363","2065904","1500266","1651626","1642807","1651908","1669422","1673629","1661592","1630066"
"20191","11290575","동선동","9655819","4062662","5593157","1592273","2693861","1428349","1233151","1051504","1656680","2375924","1904348","1168480","1203038","1744594","1259436","1340712","1340042","1360177","1372507","1380814","1437182","1424386"
"20191","11290580","돈암1동","4254658","1903982","2350677","782002","486140","535990","634160","622404","1193962","1168115","900241","469144","474282","685183","557695","596412","607714","604912","596931","601032","623202","624455"
"20191","11290590","돈암2동","1861157","815070","1046088","396638","199974","259649","304912","260782","439201","504159","381564","199737","204251","307374","264073","259528","262929","259829","258640","257646","277038","285546"
"20191","11290600","안암동","6872731","3449312","3423420","974714","2318381","879725","723980","734140","1241793","1651787","1396557","901954","890821","1169723","861890","996105","998901","1009209","1027489","1002499","928804","909723"
"20191","11290610","보문동","6527961","3025794","3502167","943540","1113034","960479","926238","981937","1602734","1773869","1406568","765581","739250","1016120","826575","928444","932369","928944","929877","920539","931339","956451"
"20191","11290620","정릉1동","5711633","2529141","3182491","1199019","609711","788468","914523","775776","1424135","1589879","1181287","611877","609807","942825","775958","806253","805597","800098","794314","784570","845906","874895"
"20191","11290630","정릉2동","6830071","3104832","3725239","1296895","828454","885428","1026537","931985","1860773","1979342","1455878","704135","696277","1054233","940206","959681","963214","957642","946755","960251","996884","1045645"
"20191","11290640","정릉3동","2777450","1338036","1439414","422079","611702","322760","348288","352011","720610","795002","579456","298826","288805","431529","383834","396049","396854","394453","394270","388517","397020","410286"
"20191","11290650","정릉4동","4258351","1987432","2270919","785497","529224","565262","659577","577648","1141143","1264769","907409","450341","442934","630438","562459","601555","602221","599693","594624","593734","622196","644327"
"20191","11290660","길음1동","6862433","3062195","3800238","1780941","597769","897010","1259859","827901","1498952","1912746","1429991","754102","759984","1094625","910984","971188","966026","971917","970934","969408","1003732","1009227"
"20191","11290685","길음2동","4093415","1858465","2234950","679140","481700","551326","683730","627876","1069643","820989","775030","565490","602719","821349","507838","558341","559743","569035","572127","583359","631434","619377"
"20191","11290705","종암동","11017345","5119960","5897385","2008602","1654464","1385921","1601714","1551531","2815112","3080069","2283833","1239141","1234010","1741620","1438672","1563668","1561617","1565469","1559625","1560995","1587619","1618351"
"20191","11290715","월곡1동","6881794","3149900","3731894","1494636","709961","846914","1102883","987213","1740186","1755124","1425199","846557","840006","1158110","856799","970484","965640","972487","968142","969120","1002203","1033718"
"20191","11290725","월곡2동","7082457","3282161","3800296","1107215","1104483","951082","1079992","1023343","1816341","1684092","1437996","863004","889618","1279341","928405","1005697","996045","1000185","1003608","997826","1033038","1046057"
"20191","11290760","장위1동","7218868","3333536","3885331","1297907","860774","881153","1101655","1234859","1842519","2261694","1574870","738998","687884","997324","958097","1021543","1018808","1013394","1009545","998648","1049098","1107832"
"20191","11290770","장위2동","5815334","2716331","3099003","824113","655659","688496","905710","956077","1785281","1552070","1211249","680444","671706","948496","751370","831481","829228","821940","823349","817719","831534","860085"
"20191","11290780","장위3동","3071506","1505114","1566392","444907","343836","378666","472262","509907","921927","767647","657225","383405","377176","506011","380043","441628","439456","435529","427773","428798","444594","453728"
"20191","11290810","석관동","11108024","5299200","5808825","1557078","1471011","1379769","1717061","1751844","3231262","3156088","2343776","1245462","1196758","1717119","1448822","1579209","1578179","1572592","1575857","1567923","1584916","1649348"
"20191","11305534","삼양동","12354085","5802533","6551552","1955238","1432696","1586887","1777721","1891480","3710061","3366755","2544011","1384955","1371613","2033634","1653117","1741700","1741869","1728548","1721402","1715394","1812021","1893151"
"20191","11305535","미아동","8127343","3732994","4394347","985007","1190472","1039648","1167175","1370511","2374530","2229730","1652089","921475","926869","1307406","1089775","1148002","1146824","1146917","1146641","1155054","1192766","1191140"
"20191","11305545","송중동","12327940","5563574","6764366","1766488","1653140","1574188","1809569","1973191","3551365","3351345","2444827","1376396","1426410","2055558","1673403","1750904","1757384","1747868","1741057","1753943","1790605","1786177"
"20191","11305555","송천동","13670740","6248106","7422633","2077329","1566538","1669981","2083897","2289477","3983518","3854128","2882362","1531041","1476596","2137364","1789251","1941788","1944567","1930352","1924966","1913901","1985469","2029699"
"20191","11305575","삼각산동","3758113","1700284","2057830","811456","326107","476156","664153","501594","978647","908793","744192","448952","485250","685267","485658","525115","523999","525762","521141","522989","560614","578493"
"20191","11305595","번1동","8390396","3915239","4475157","1000227","1349815","1185390","1294850","1320895","2239220","2293719","1712570","962503","963968","1353955","1103683","1182468","1193646","1186608","1179437","1189588","1208866","1249784"
"20191","11305603","번2동","3342623","1502343","1840281","468829","418674","381773","497319","531352","1044674","1071921","729342","340190","313047","452016","436107","474342","476375","472190","465039","461197","482106","511373"
"20191","11305608","번3동","3699601","1675807","2023795","602258","374482","393209","580922","552695","1196034","1137056","760823","372721","356415","553961","518624","530739","534712","524633","514499","515927","530180","548912"
"20191","11305615","수유1동","7359921","3398590","3961330","1035758","982332","890744","1033197","1136930","2280960","2128211","1541272","817965","784641","1109912","977919","1052714","1052150","1039949","1027700","1025422","1059879","1102108"
"20191","11305625","수유2동","7267434","3276777","3990657","1048110","934645","857282","1067577","1152002","2207817","1956256","1464051","820094","817931","1222744","986359","1024626","1032451","1023191","1013090","1025434","1054104","1094537"
"20191","11305635","수유3동","11334007","5262520","6071487","1197527","2171779","1641582","1656250","1796182","2870686","2654888","2199023","1355550","1419787","2139010","1565749","1583381","1581391","1576938","1588352","1611043","1708346","1684554"
"20191","11305645","우이동","4356599","1935057","2421541","589351","559393","510232","634391","647997","1415234","1319637","939013","464621","441153","621846","570327","607722","619367","611432","602193","605109","640238","670536"
"20191","11305660","인수동","9263742","4140549","5123194","1357522","1120215","1182118","1339461","1384424","2880004","2712492","1980984","1004718","963368","1383925","1218254","1310097","1319575","1302637","1295227","1293366","1346404","1396436"
"20191","11320511","창1동","4800066","2121696","2678371","722589","597954","661826","714212","733717","1369767","1365354","1015384","526168","518092","739313","635755","676439","681157","677731","673262","669243","691167","731068"
"20191","11320512","창2동","9125153","4211620","4913533","1364718","1101627","1293108","1393402","1417150","2555151","2731319","1871726","938017","939349","1395255","1249486","1287684","1295819","1287447","1274903","1279131","1338876","1361294"
"20191","11320513","창3동","4615798","2098966","2516833","785695","513222","556374","709860","762298","1288346","1277415","968395","514421","505617","735312","614640","662128","651723","643636","637874","638413","665030","716994"
"20191","11320514","창4동","4586145","2130019","2456126","797722","509909","564590","714325","747236","1252365","1262373","990048","521224","513850","701151","597501","635746","646403","648806","645359","662343","676924","670567"
"20191","11320515","창5동","6047281","2749703","3297578","1030246","741317","818165","861666","931097","1664791","1440689","1211028","743537","769263","1107628","775134","852914","852197","855056","848516","848490","900362","889746"
"20191","11320521","도봉1동","3640986","1738500","1902488","452354","402935","419591","483910","631775","1250421","960159","747210","425713","425839","602772","479294","509813","520546","509916","506016","509144","532800","552750"
