"행정구역명","학원/교습소","학원지정번호","학원명","도로명주소","도로명상세주소","분야명","교습계열명","교습과정목록명","교습과정명","정원합계","일시수용능력인원합계","인당수강료내용","수강료공개여부","기숙사학원여부","도로명우편번호","등록상태명","등록일자","휴원시작일자","휴원종료일자","개설일자","적재일시"
"마포구","학원","1000003668","중앙정보처리학원","서울특별시 마포구 신촌로 176",", 4층일부(401,402호),6층 (대흥동)","직업기술","컴퓨터","컴퓨터(정보처리,통신기기,인터넷,소프트웨어),","컴퓨터(정보처리,통신기기,인터넷,소프트웨어)","1081","170","","Y","N","04104","개원","19701230","","99991231","19701230","20231018"
"마포구","학원","1000003727","다윈브이스토리미술학원","서울특별시 마포구 와우산로 100",", 3층 (서교동)","예능(대)","예능(중)","미술,","미술","330","114","","N","N","04059","개원","19710624","","99991231","19710624","20231018"
"마포구","학원","1000003731","엠앤엠이화음악학원","서울특별시 마포구 월드컵로25길 98",", 2층 (망원동)","예능(대)","예능(중)","음악,","음악","130","26","","Y","N","03959","개원","19710508","","99991231","19710508","20231018"
"마포구","학원","1000003853","희문음악학원","서울특별시 마포구 동교로19길 48","2층 (서교동)","예능(대)","예능(중)","음악,","음악","45","80","","Y","N","121841","개원","19751211","","99991231","19751211","20231018"
"마포구","학원","1000003886","웅지독서실","서울특별시 마포구 대흥로 180","3층 (대흥동)","독서실","독서","독서실(일반인),","독서실(일반인)","84","84","","N","N","121808","개원","19811022","","99991231","19811022","20231018"
"마포구","학원","1000004758","예스탑학원","서울특별시 마포구 망원로 56","2층 (망원동)","기타(대)","기타(중)","토목,","토목","20","10","","Y","N","121903","개원","19890607","","99991231","19890607","20231018"
"마포구","학원","1000004896","벨라뮤직아카데미음악학원","서울특별시 마포구 망원로 57","2층 (망원동)","예능(대)","예능(중)","음악,","음악","190","60","","N","N","121823","개원","19890722","","99991231","19890722","20231018"
"마포구","학원","1000005164","신예일음악학원","서울특별시 마포구 독막로22길 13","2층 (창전동)","예능(대)","예능(중)","음악,","음악","64","42","","Y","N","121882","개원","19890922","","99991231","19890922","20231018"
"마포구","학원","1000005517","뉴마포전산세무회계학원","서울특별시 마포구 대흥로30길 6-8","4.5층 (대흥동)","인문사회(대)","인문사회(중)","회계,","회계","80","40","","Y","N","121808","개원","19900117","","99991231","19900117","20231018"
"마포구","학원","1000005656","영찬보습학원","서울특별시 마포구 성미산로 39",", 2층 (성산동)","입시.검정 및 보습","보통교과","보습,","보습","72","123","","Y","N","03968","개원","19900214","","99991231","19900214","20231018"
"마포구","학원","1000005928","디자인피노미술학원","서울특별시 마포구 와우산로 124","2.3층 (창전동)","예능(대)","예능(중)","미술,","미술","480","70","","Y","N","121880","개원","19900821","","99991231","19900821","20231018"
"마포구","학원","1000006305","중앙독서실","서울특별시 마포구 월드컵북로 210",", 4층 (성산동)","독서실","독서","독서실(유아/초?중?고),","독서실(유아/초?중?고)","76","170","","Y","N","03941","개원","19911031","","99991231","19911031","20231018"
"마포구","학원","1000006364","가나다한국어학원","서울특별시 마포구 동교로25길 15","3.4.5층 (동교동)","국제화","국제","어학(성인),","어학(성인)","38","92","","N","N","121819","개원","19911228","","99991231","19911228","20231018"
"마포구","학원","1000006464","진진미술학원","서울특별시 마포구 대흥로 36","2층 (용강동)","예능(대)","예능(중)","미술,","미술","30","64","","N","N","121876","개원","19920211","","99991231","19920211","20231018"
"마포구","학원","1000006616","고려간호조무사학원","서울특별시 마포구 서강로 133",", 3층 및 6층 일부 (노고산동)","직업기술","간호보조기술","간호조무사,","간호조무사","146","200","","Y","N","04058","개원","19920407","","99991231","19920407","20231018"
"마포구","학원","1000006783","선진에스컴학원","서울특별시 마포구 토정로 219","3층 (신수동)","종합(대)","","보습,미술,","","30","110","","N","N","121856","개원","19921029","","99991231","19921029","20231018"
"마포구","학원","1000006810","새우리피아노학원","서울특별시 마포구 방울내로 41","2.3층 (망원동)","예능(대)","예능(중)","음악","음악","60","52","","Y","N","121824","개원","19921126","","99991231","19921126","20231018"
"마포구","학원","1000006843","나선영발레스튜디오학원","서울특별시 마포구 양화로 183","효성홍익인간오피스텔 201.202호2층 (동교동)","기예(대)","기예(중)","무용(전통무용,현대무용),","무용(전통무용,현대무용)","100","40","","N","N","121816","개원","19930211","","99991231","19930211","20231018"
"마포구","학원","1000007018","가나안음악학원","서울특별시 마포구 큰우물로 53",", 마포네이버타운 501호 (염리동)","예능(대)","예능(중)","음악,","음악","120","50","","Y","N","04154","개원","19940303","","99991231","19940303","20231018"
"마포구","학원","1000007335","한맥수학영어학원","서울특별시 마포구 만리재로 133","4층 (아현동)","입시.검정 및 보습","보통교과","보습,","보습","96","124","","Y","N","121861","개원","19950729","","99991231","19950729","20231029"
"마포구","학원","1000007652","정구원학원","서울특별시 마포구 새터산16길 15","3,4층 (성산동)","입시.검정 및 보습","보통교과","보습,","보습","37","100","","Y","N","121845","개원","19951207","","99991231","19951207","20231018"
"마포구","학원","1000007791","디자인창조의아침미술학원","서울특별시 서대문구 신촌로 15",", 2층, 3층 (창천동)","예능(대)","예능(중)","미술","미술","560","144","","Y","N","03785","개원","19960318","","99991231","19960318","20231029"
"마포구","학원","1000007942","예을음악학원","서울특별시 마포구 월드컵북로 224","3층일부 306,307호 (성산동)","예능(대)","예능(중)","음악","음악","60","30","","Y","N","121845","개원","19961021","","99991231","19961021","20231018"
"마포구","학원","1000008147","마포뮤즈음악학원","서울특별시 마포구 만리재옛길 62",", 3층 (공덕동)","예능(대)","예능(중)","음악,","음악","150","59","","Y","N","04208","개원","19980120","20201123","20210115","19980120","20231018"
"마포구","학원","1000008161","리치몬드제과기술학원","서울특별시 마포구 월드컵북로 86",", 3,4층 (성산동, 리치몬드빌딩)","직업기술","산업응용기술","식음료품(바리스타,소믈리에),","식음료품(바리스타,소믈리에)","220","162","","Y","N","03978","개원","19980207","","99991231","19980207","20231018"
"마포구","학원","1000008200","제1예일보습학원","서울특별시 마포구 마포대로18길 12","1.2.3.5층 (아현동)","입시.검정 및 보습","보통교과","보습,","보습","240","258","","Y","N","121861","개원","19980317","","99991231","19980317","20231018"
"마포구","학원","1000008363","씨앤씨미술학원","서울특별시 마포구 연희로 7",", 2층 (동교동, 동교동빌딩)","예능(대)","예능(중)","미술,","미술","370","140","","Y","N","03985","개원","19990107","","99991231","19990107","20231018"
"마포구","학원","1000008434","지상가치미술학원","서울특별시 마포구 와우산로 155-1","2,3,4층 (서교동)","기예(대)","기예(중)","미술","미술","145","81","","Y","N","121836","개원","19990602","","99991231","19990602","20231126"
"마포구","학원","1000008552","유엔간호학원","서울특별시 마포구 백범로 1",", 4층, 5층 (노고산동)","직업기술","간호보조기술","간호조무사","간호조무사","186","163","","Y","N","04101","개원","19990911","","99991231","19990911","20231018"
"마포구","학원","1000008780","재현학원","서울특별시 마포구 망원로3길 13",", 2층 (망원동)","입시.검정 및 보습","보통교과","보습,","보습","112","80","","N","N","03957","개원","20000630","","99991231","20000630","20231018"
"마포구","학원","1000008803","삼성영피아노음악학원","서울특별시 마포구 백범로37길 16",", 상가동 405호 (신공덕동, 신공덕1차삼성래미안아파트)","예능(대)","예능(중)","음악,","음악","36","50","","Y","N","04193","개원","20000721","","99991231","20000721","20231018"
"마포구","학원","1000008838","힐링뮤직에듀학원","서울특별시 마포구 독막로 268",", 대흥동태영아파트종합상가 5층 501호, 502호일부(좌측) (대흥동)","예능(대)","예능(중)","음악,","음악","90","30","","Y","N","04153","개원","20001010","","99991231","20001010","20231018"
"마포구","학원","1000008844","양떼구름미술학원","서울특별시 마포구 만리재로 20-1","삼성A상가3층 306,307호(신공덕동)","예능(대)","예능(중)","미술,","미술","34","17","","N","N","121851","개원","20001016","","99991231","20001016","20231018"
"마포구","학원","1000008928","네오캣미술학원","서울특별시 마포구 와우산로 122",", 4,5,6층 (창전동)","예능(대)","예능(중)","미술","미술","492","246","","Y","N","04059","개원","20010315","","99991231","20010315","20231018"
"마포구","학원","1000008963","계원음악학원","서울특별시마포구 토정로17길 25","2층 (신수동)","예능(대)","예능(중)","음악,","음악","60","60","","N","N","121856","개원","20010607","","99991231","20010607","20231018"
"마포구","학원","1000008982","클래스미술학원","서울특별시 마포구 동교로 188-1",", 3층전부 (동교동)","예능(대)","예능(중)","","미술","28","50","","Y","N","121898","개원","20010709","","99991231","20010709","20231018"
"마포구","학원","1000009078","유엠학원","서울특별시 마포구 굴레방로9길 2","4층 (아현동)","입시.검정 및 보습","보통교과","","보습","36","79","","Y","N","121859","개원","20011128","","99991231","20011128","20231018"
"마포구","학원","1000009085","신현대음악학원","서울특별시 마포구 성암로 91","현대아파트상가101,102호(중동)","예능(대)","예능(중)","음악,","음악","30","30","","N","N","121777","개원","20011204","","99991231","20011204","20231018"
"마포구","학원","1000009100","경희음악학원","서울특별시 마포구 월드컵북로 230","현대상가 4층403.406호일부 (중동)","예능(대)","예능(중)","음악,","음악","60","100","","N","N","121877","개원","20011224","","99991231","20011224","20231018"
"마포구","학원","1000009127","시사이포학원","서울특별시마포구 새창로 52","현대아파트상가12동 2층 208호 일부좌측,209호,210호(도화동)","국제화","외국어","실용외국어(유아/초?중?고),","실용외국어(유아/초?중?고)","30","80","","Y","N","121771","개원","20020220","","99991231","20020220","20231018"
"마포구","학원","1000009134","나교수어학학원","서울특별시 마포구 신촌로 128","5층 (노고산동)","국제화","외국어","실용외국어(유아/초?중?고),","실용외국어(유아/초?중?고)","30","120","","Y","N","121806","개원","20020309","","99991231","20020309","20231018"
"마포구","학원","1000009185","쿠나미술학원","서울특별시 마포구 와우산로 112","3,4층 (창전동)","예능(대)","예능(중)","미술,","미술","70","80","","Y","N","121882","개원","20020829","","99991231","20020829","20231018"
"마포구","교습소","10028","대치수학교습소","서울특별시 마포구 도화4길 19",", 301호 (도화동)","입시.검정 및 보습","보통교과","초등수학","보습","9","5","","N","N","04169","개원","20050530","","99991231","20050530","20231018"
"마포구","교습소","10247","최강인재수학교습소","서울특별시 마포구 모래내로7길 36","2층 (성산동)","입시.검정 및 보습","보통교과","초둥수학","보습","18","6","","Y","N","03949","개원","20050620","","99991231","20050620","20231018"
"마포구","학원","10567","주니퍼홍대실용음악학원","서울특별시 마포구 와우산로21길 26","4층 (서교동)","기예(대)","기예(중)","실용음악(성악),","실용음악(성악)","9","30","","Y","N","121838","개원","20050711","","99991231","20050711","20231018"
"마포구","교습소","10570","미성미술교습소","서울특별시 마포구 만리재로20길 28","1층 (공덕동)","예능(대)","예능(중)","초급미술","미술","6","3","","N","N","04183","개원","20050708","","99991231","20050708","20231018"
"마포구","학원","10735","서현수학학원","서울특별시 마포구 방울내로7길 29",", 2층 (망원동)","입시.검정 및 보습","보통교과","보습,","보습","104","50","","Y","N","121826","개원","20050725","","99991231","20050725","20231018"
"마포구","교습소","10946","이정민피아노교습소","서울특별시 마포구 월드컵북로 260","성산시영아파트제1상가동 221,222호(성산동)","예능(대)","예능(중)","피아노","음악","4","4","","N","N","03935","개원","20050823","","99991231","20050823","20231018"
"마포구","학원","10954","토킹클럽영어어학원","서울특별시 마포구 창전로 32","2층 3층 (구수동)","종합(대)","","보습,실용외국어(유아/초?중?고),","","64","140","","Y","N","121130","개원","20050823","","99991231","20050823","20231018"
"마포구","학원","11511","상암수학마루학원","서울특별시 마포구 월드컵북로 345","3층 (상암동)","입시.검정 및 보습","보통교과","보습,","보습","110","76","","N","N","121830","개원","20051017","","99991231","20051017","20231018"
"마포구","학원","11761","대명학원","서울특별시 마포구 포은로 125","3층 (망원동)","입시.검정 및 보습","보통교과","보습,","보습","206","80","","Y","N","121825","개원","20051107","","99991231","20051107","20231018"
"마포구","학원","11860","이제이음악학원","서울특별시 마포구 월드컵로25길 99","2층 (망원동)","예능(대)","예능(중)","음악,","음악","230","30","","N","N","121823","개원","20051117","","99991231","20051117","20231018"
"마포구","학원","11861","앤트스터디명품대입관학원","서울특별시 마포구 월드컵북로 171",", 2,3,4층 (성산동)","입시.검정 및 보습","보통교과","보습,","보습","300","10","","Y","N","03948","개원","20051117","","99991231","20051117","20231018"
"마포구","학원","12406","시사이포보습학원","서울특별시 마포구 새창로 52","현대아파트상가12동 2층207,208일부우측(도화동)","입시.검정 및 보습","보통교과","보습,","보습","38","70","","Y","N","121771","개원","20060105","","99991231","20050105","20231018"
"마포구","학원","12450","대한논리속독학회마포학원","서울특별시 마포구 도화4길 23","3층 (도화동)","기타(대)","기타(중)","건축,","건축","284","70","","N","N","121813","개원","20060111","","99991231","20060111","20231018"
"마포구","학원","12654","시매쓰대흥센터학원","서울특별시 마포구 독막로 264",", 숭문빌딩, 2층,3층 (대흥동)","입시.검정 및 보습","보통교과","보습,","보습","44","95","","Y","N","04150","개원","20060203","","99991231","20060203","20231018"
"마포구","교습소","12663","수도음악교습소","서울특별시 마포구 양화로3길 99",", 2층 (합정동)","예능(대)","","피아노초급1","","28","5","피아노초급1:140000, 피아노초급2:150000, 피아노중급1:160000, 피아노중급2:160000, 피아노고급1:170000","Y","N","04022","개원","20060202","","99991231","20060202","20231018"
"마포구","교습소","12752","이화삼성음악교습소","서울특별시 마포구 만리재옛길 24-1",", 2층 (신공덕동)","예능(대)","예능(중)","초급","음악","8","4","","N","N","04209","개원","20060215","20211208","20230101","20060215","20231018"
"마포구","학원","1278","참음악학원","서울특별시 마포구 모래내로9길 25","2층 (중동)","예능(대)","예능(중)","음악,","음악","15","37","","Y","N","121879","개원","20030120","","99991231","20030120","20231018"
"마포구","학원","13011","아이엠실용음악학원","서울특별시 마포구 와우산로 155","(서교동,오삼빌딩)","기예(대)","기예(중)","실용음악(성악),","실용음악(성악)","10","40","","Y","N","121836","개원","20060308","","99991231","20060308","20231018"
"마포구","학원","13806","삼성영어공덕학원","서울특별시 마포구 만리재옛길 20","2층 (신공덕동)","입시.검정 및 보습","보통교과","보습,","보습","124","70","","Y","N","121851","개원","20060524","","99991231","20060524","20231018"
"마포구","학원","13808","월스트리트잉글리쉬신촌어학원","서울특별시 마포구 신촌로 94",", 그랜드플라자 9층 (노고산동)","국제화","국제","어학(성인)","어학(성인)","960","130","","Y","N","04058","개원","20060524","","99991231","20060524","20231018"
"마포구","교습소","14110","서정은피아노교습소","서울특별시 마포구 도화4길 80","사랑빌딩3층 (도화동)","예능(대)","예능(중)","피아노초급","음악","15","5","피아노초급:140000, 피아노중급:150000, 피아노고급:160000","Y","N","04171","개원","20060627","","99991231","20060627","20231018"
"마포구","학원","1413","마포서정학원","서울특별시 마포구 월드컵로 73","5층 (망원동)","입시.검정 및 보습","보통교과","보습,","보습","192","166","","Y","N","121820","개원","20030127","","99991231","20041217","20231018"
"마포구","학원","14210","에스에스잉글리쉬학원","서울특별시 마포구 성암로3길 38","2층(중동)","입시.검정 및 보습","보통교과","보습,","보습","240","56","","Y","N","121878","개원","20060703","","99991231","20060703","20231018"
"마포구","교습소","1438","성산더함미술교습소","서울특별시 마포구 월드컵북로 230",", 4층 6호 (중동,현대상가)","예능(대)","예능(중)","고급미술1","미술","45","9","","Y","N","03941","개원","20020829","","99991231","20020829","20231018"
"마포구","학원","14422","미대편입창조학원","서울특별시 마포구 와우산로23길 9",", 4층 (서교동, 칼리오페)","직업기술","산업응용기술","디자인,","디자인","105","135","","Y","N","04055","개원","20060728","","99991231","20060728","20231018"
"마포구","학원","14426","더프리미엄신촌독서실","서울특별시 마포구 서강로 97",", 창전동삼성아파트상가동 303-307호 (창전동, 창전동삼성아파트)","독서실","독서","독서실(유아/초?중?고),","독서실(유아/초?중?고)","100","119","","Y","N","04064","개원","20060727","","99991231","20060727","20231018"
"마포구","학원","14666","비엠에스음악학원","서울특별시 마포구 상암산로1길 77","상암타워클리닉5층 (상암동)","예능(대)","예능(중)","음악,","음악","30","37","","Y","N","121904","개원","20060823","","99991231","20060823","20231018"
"마포구","학원","15020","입시전문영어와수학학원","서울특별시 마포구 서강로 105","화인빌딩 3층일부 (창전동)","입시.검정 및 보습","보통교과","보습?논술,","보습?논술","240","60","","Y","N","121880","개원","20061012","","99991231","20061012","20231018"
"마포구","학원","15121","세이브학원","서울특별시 마포구 마포대로11길 46","5층 6층 일부 (공덕동)","입시.검정 및 보습","보통교과","보습,","보습","160","50","","Y","N","121802","개원","20061020","","99991231","20061020","20231018"
"마포구","교습소","15131","글나래국어교습소","서울특별시 마포구 큰우물로 52","세일상가204호2층 (용강동)","입시.검정 및 보습","보통교과","","보습","8","4","","Y","N","04166","개원","20061031","","99991231","20061031","20231018"
"마포구","학원","15132","에스(S)논술학원","서울특별시 마포구 백범로 67",", 4층 (신수동, 대승빌딩)","입시.검정 및 보습","보통교과","보습?논술,","보습?논술","54","70","","Y","N","04111","개원","20061031","","99991231","20061031","20231018"
"마포구","학원","15276","발자국소리가큰아이들학원","서울특별시 마포구 창전로 28","라동2층 (구수동)","예능(대)","예능(중)","미술,","미술","5","20","","Y","N","121130","개원","20061107","","99991231","20061107","20231018"
"마포구","학원","15352","백전백승MS학원","서울특별시 마포구 상암산로1길 77","상암타워클리닉2층(상암동)","입시.검정 및 보습","보통교과","보습,","보습","100","60","","Y","N","121904","개원","20061116","","99991231","20061116","20231018"
"마포구","학원","15589","루체테어학원마포상암캠퍼스학원","서울특별시 마포구 월드컵북로 207","5층 (성산동)","국제화","외국어","실용외국어(유아/초?중?고),","실용외국어(유아/초?중?고)","46","80","","N","N","121845","개원","20061212","","99991231","20061212","20231018"
"마포구","교습소","15599","수학의달인수학교습소","서울특별시 마포구 독막로 147-20","(창전동)","입시.검정 및 보습","보통교과","","보습?논술","4","2","","Y","N","04069","개원","20061211","","99991231","20061211","20231018"
"마포구","학원","15610","엠디파인학원","서울특별시 마포구 대흥로 57","2층 (대흥동)","입시.검정 및 보습","보통교과","보습,","보습","30","60","","Y","N","121810","개원","20061213","","99991231","20061213","20231018"
"마포구","학원","15754","하우게임학원","서울특별시 마포구 월드컵북로4길 8",", 5층 일부 501호 (동교동)","직업기술","컴퓨터","게임,","게임","60","47","","Y","N","03992","개원","20061227","","99991231","20061227","20231018"
"마포구","학원","15941","더조은컴퓨터아카데미학원","서울특별시 마포구 신촌로 94","그랜드플라자 7층 (노고산동)","종합(대)","","기계,","","20","241","","Y","N","121807","개원","20070105","","99991231","20070105","20231018"
"마포구","학원","16012","끌디자인학원","서울특별시 마포구 와우산로 110",", 4층 (창전동)","직업기술","산업응용기술","디자인,","디자인","27","61","","N","N","04059","개원","20070112","","99991231","20070112","20231018"
"마포구","학원","16121","폴리어학원","서울특별시 마포구 독막로 320","마포태영데시앙 4층 401,403,404,405,406 (도화동)","국제화","외국어","실용외국어(유아/초?중?고),","실용외국어(유아/초?중?고)","48","120","","Y","N","121815","개원","20070125","","99991231","20070125","20231018"
"마포구","학원","16127","서정학원","서울특별시 마포구 와우산로 140","5,6층 (창전동)","입시.검정 및 보습","보통교과","보습,","보습","90","240","","Y","N","121880","개원","20070130","","99991231","20070130","20231018"
"마포구","학원","16204","심화학원","서울특별시 마포구 월드컵북로 218",", 4층 (성산동)","입시.검정 및 보습","보통교과","보습,","보습","36","100","","Y","N","03941","개원","20070202","","99991231","20070202","20231018"
"마포구","학원","16303","클라비스음악학원","서울특별시 마포구 만리재옛길 12-1",", 3층 (신공덕동)","예능(대)","예능(중)","음악","음악","30","44","","Y","N","04209","개원","20070201","","99991231","20070201","20231206"
"마포구","학원","16546","성산베스트플러스학원","서울특별시 마포구 동교로 67","삼운빌딩2층 (망원동)","입시.검정 및 보습","보통교과","보습?논술,","보습?논술","114","40","","Y","N","121821","개원","20070305","","99991231","20070305","20231018"
"마포구","학원","16569","홍대유니온미술학원","서울특별시 마포구 와우산로 113",", 3,4,5층 (서교동)","예능(대)","예능(중)","미술,","미술","446","223","","Y","N","04054","개원","20070306","","99991231","20070306","20231018"
"마포구","교습소","16641","꿈쟁이음악교습소","서울특별시 마포구 성암로3길 30","2층(중동)","예능(대)","예능(중)","피아노 초급1","음악","27","4","피아노 초급1:110000, 피아노 초급2:120000, 피아노 중급:130000","Y","N","03950","개원","20070309","","99991231","20070309","20231018"
"마포구","학원","16675","페르마보습학원","서울특별시 마포구 백범로 134-1","4층일부 (염리동)","입시.검정 및 보습","보통교과","보습,","보습","144","100","","Y","N","121873","개원","20070320","","99991231","20070320","20231018"
"마포구","학원","16722","꾼실용음악학원","서울특별시 마포구 잔다리로 3","3층-좌측 (서교동)","예능(대)","예능(중)","음악,","음악","14","40","","Y","N","121895","개원","20070323","","99991231","20070323","20231018"
"마포구","학원","16753","모아미술학원","서울특별시 마포구 동교로 139",", 4층 (서교동, 수영빌딩)","예능(대)","예능(중)","미술,","미술","120","41","","Y","N","04002","개원","20070319","","99991231","20070319","20231018"
"마포구","학원","17228","리베뮤직음악학원","서울특별시 마포구 월드컵북로 189",", 4층 (성산동)","예능(대)","예능(중)","음악,","음악","330","40","","Y","N","121845","개원","20070508","","99991231","20070508","20231018"
"마포구","학원","17520","잼실용음악학원","서울특별시 마포구 동교로 194",", 3,4,5층 (동교동)","입시.검정 및 보습","","음악,","","280","0","","Y","N","121898","개원","20070604","","99991231","20070604","20231018"
"마포구","학원","17684","눈사진학원","서울특별시 마포구 와우산로 155","3층 (서교동)","직업기술","산업응용기술","사진,","사진","19","50","","Y","N","121836","개원","20070628","","99991231","20070628","20231018"
"마포구","교습소","17772","그린미술교습소","서울특별시 마포구 양화로3길 99",", 1층 (합정동)","예능(대)","예능(중)","고급정규(초등)","미술","54","9","고급정규(초등):130000, 고급완성(초등):140000, 고급심화(초등):150000, 고급(중등):180000, 입시주2회반(고등):360000, 입시주3회반(고등):500000","Y","N","04022","개원","20070711","","99991231","20070711","20231018"
"마포구","교습소","17837","은진피아노음악교습소","서울특별시 마포구 도화2길 53","2층 (도화동)","예능(대)","예능(중)","피아노초급","음악","25","5","피아노초급:140000, 피아노중급A:150000, 피아노중급B:160000, 피아노고급A:170000, 피아노고급B:190000","Y","N","04171","개원","20070716","","99991231","20070716","20231018"
"마포구","교습소","17939","마포공덕민들레영어스쿨영어교습소","서울특별시 마포구 마포대로11길 43",", 3층 (공덕동, 드림빌딩)","입시.검정 및 보습","보통교과","초등영어","보습","13","9","","Y","N","04142","개원","20070727","","99991231","20070727","20231018"
"마포구","교습소","18038","라임뮤직피아노교습소","서울특별시 마포구 월드컵로42길 40",", 상암근린상가 329호(3층) (상암동,상암근린상가)","예능(대)","예능(중)","피아노초급(바이엘)","음악","20","5","","Y","N","03905","개원","20070806","","99991231","20070806","20231018"
"마포구","학원","18049","대한논리속독학원","서울특별시 마포구 월드컵북로 210 ()","","기타(대)","기타(중)","속독,","속독","20","70","","N","N","121849","개원","20070806","","99991231","20070806","20231018"
"마포구","학원","18099","씨엠에이실용음악학원","서울특별시 마포구 토정로 276",", 4층 (용강동)","기예(대)","기예(중)","실용음악,","실용음악(성악)","4","40","","Y","N","04162","개원","20070822","","99991231","20070822","20231018"
"마포구","교습소","18198","경성수학교습소","서울특별시 마포구 성암로 227","1층 (상암동)","입시.검정 및 보습","보통교과","초등수학","보습","18","6","","N","N","03927","개원","20070831","","99991231","20070831","20231018"
"마포구","교습소","18308","슬기로운미술교습소","서울특별시 마포구 독막로22길 17",", 1층 (창전동)","예능(대)","예능(중)","미술 초급(유치반)","미술","15","5","","N","N","04078","개원","20070913","","99991231","20070913","20231018"
"마포구","학원","1842","창조의아침미술학원","서울특별시 마포구 양화로 196",", 3층 (동교동, 동성빌딩)","예능(대)","예능(중)","미술","미술","560","119","","Y","N","04056","개원","20030320","","99991231","20030320","20231029"
"마포구","학원","18636","지케이고승욱영어학원","서울특별시 마포구 월드컵북로 206",", 3층 (성산동)","입시.검정 및 보습","보통교과","보습,","보습","50","80","","N","N","03946","개원","20071012","","99991231","20071012","20231018"
"마포구","학원","18658","디와이비최선어학원","서울특별시 마포구 백범로 71",", 숨도빌딩 3층 (신수동)","국제화","외국어","실용외국어(유아/초?중?고),","실용외국어(유아/초?중?고)","84","12","","Y","N","04111","개원","20071031","","99991231","20071031","20231018"
"마포구","학원","18780","미래탐구학원","서울특별시 마포구 백범로 123",", 4층, 6층일부 (염리동, 신양빌딩)","종합(대)","","보습?논술,","","2970","347","","Y","N","04137","개원","20071108","","99991231","20071108","20231018"
"마포구","학원","18903","로씨니음악학원","서울특별시 마포구 서강로1길 6",", 2층 (창전동)","예능(대)","예능(중)","음악,","음악","120","28","","Y","N","121881","개원","20071126","","99991231","20071127","20231018"
"마포구","교습소","19072","마포서강해법영어교습소","서울특별시 마포구 독막로 145","서강쌍용예가근린생활시설1단지상가2층203호(창전동)","입시.검정 및 보습","보통교과","초등","보습","14","7","","N","N","04069","개원","20071211","","99991231","20071211","20231018"
"마포구","교습소","19189","쌍용연피아노교습소","서울특별시 마포구 독막로 145","서강쌍용예가근린생활시설1단지상가2층204(창전동)","예능(대)","예능(중)","피아노초급","음악","15","5","","N","N","04069","개원","20071218","","99991231","20071218","20231018"
"마포구","학원","19192","차일드유국어의모든것학원","서울특별시 마포구 월드컵북로 220",", 403호 (성산동)","입시.검정 및 보습","보통교과","보습,","보습","54","47","","Y","N","121250","개원","20071220","","99991231","20071220","20231018"
"마포구","교습소","19315","프레미어영어교습소","서울특별시 마포구 서강로 55",", 2단지 상가 2층 207호 (창전동, 서강쌍용예가)","입시.검정 및 보습","보통교과","영어초급스타터","보습","40","8","","Y","N","04069","개원","20080102","","99991231","20080102","20231018"
"마포구","학원","19318","연세도이치음악학원","서울특별시 마포구 성미산로 41","4층 (성산동)","예능(대)","예능(중)","음악,","음악","62","15","","Y","N","121846","개원","20080104","","99991231","20080104","20231018"
"마포구","교습소","19388","한빛음악교습소","서울특별시 마포구 월드컵북로30길 9",", 2층 (성산동)","예능(대)","예능(중)","피아노(초급)","음악","15","4","피아노(초급):140000, 피아노(중급):150000, 피아노(고급):160000","N","N","03946","개원","20080108","","99991231","20080108","20231018"
"마포구","교습소","19533","하바소아트미술교습소","서울특별시 마포구 월드컵북로 230",", 4층8호 (중동, 현대상가)","예능(대)","예능(중)","고급미술1","미술","32","8","","N","N","03941","개원","20080128","20120430","20120513","20080128","20231018"
"마포구","학원","19538","와이비엠잉글루초중등영어학원","서울특별시 마포구 포은로 125","3층 일부우측 (망원동)","입시.검정 및 보습","보통교과","보습,","보습","80","56","","Y","N","121825","개원","20080114","","99991231","20080114","20231018"
"마포구","학원","19539","티앤티키즈파크어학원","서울특별시 마포구 토정로31길 67","2층3층 (대흥동)","국제화","외국어","실용외국어(유아/초?중?고),","실용외국어(유아/초?중?고)","24","76","","N","N","121811","개원","20080115","","99991231","20080115","20231018"
"마포구","학원","19797","서강에스엘피다운진어학원","서울특별시 마포구 독막로 275",", 광성벤쳐프라자 2층 (대흥동,광성벤쳐프라자)","국제화","외국어","실용외국어(유아/초?중?고),","실용외국어(유아/초?중?고)","108","81","","Y","N","121811","개원","20080219","","99991231","20080219","20231018"
"마포구","교습소","19923","염리해법수학교습소","서울특별시 마포구 백범로17길 4","2층 (염리동)","입시.검정 및 보습","보통교과","초등수학","보습","54","5","초등수학:150000, 초등수학(BS):170000, 초등수학(BP):190000, 초등수학(SP):210000, 중등수학(BS):210000, 중등수학(BP):230000, 중등수학(SP):250000, 고등수학(SP):310000, 고등수학(BP):350000","Y","N","04137","개원","20071127","","99991231","20071127","20231018"
"마포구","교습소","19971","탑영어교습소","서울특별시 마포구 성미산로1길 6","2층 (성산동)","입시.검정 및 보습","보통교과","초등영어","보습","20","6","","N","N","03971","개원","20080303","","99991231","20080303","20231018"
"마포구","학원","19980","중동해법영재학원","서울특별시 마포구 성암로1길 8","성사1차풍림아파트상가 2층 204호 (성산동)","입시.검정 및 보습","보통교과","보습,","보습","56","38","","Y","N","121850","개원","20080312","","99991231","20080312","20231018"
